Message Payload in SQS,Log Message in CloudWatch,Query Start Time,Query End Time
"{""clientId"":""CELADEV03"",""cid"":""31"",""bid"":""19"",""type"":""BID_AVAILABLE""}",342791 [main] ERROR com.celayix.consumer.AppServerProxy  - AppServer call returned error: ERROR: ; ,1614715377627,1614715437627
"{""clientId"":""CELADEV03"",""cid"":""153"",""bid"":""3"",""type"":""BID_AVAILABLE""}",334173 [main] ERROR com.celayix.consumer.AppServerProxy  - AppServer call returned error: ERROR: ; ,1614715391038,1614715451038
"{""clientId"":""CELADEV03"",""cid"":""50"",""bid"":""3"",""type"":""BID_AVAILABLE""}",340898 [main] ERROR com.celayix.consumer.AppServerProxy  - AppServer call returned error: ERROR: ; ,1614715395395,1614715455395
"{""clientId"":""CELADEV03"",""cid"":""201"",""bid"":""1"",""type"":""BID_AVAILABLE""}",289928 [main] ERROR com.celayix.consumer.AppServerProxy  - AppServer call returned error: ERROR: ; ,1614715481341,1614715541341
"{""clientId"":""CELADEV03"",""cid"":""72"",""bid"":""1"",""type"":""BID_AVAILABLE""}",308952 [main] ERROR com.celayix.consumer.AppServerProxy  - AppServer call returned error: ERROR: ; ,1614715629198,1614715689198
"{""clientId"":""CELADEV03"",""cid"":""70"",""bid"":""3"",""type"":""BID_AVAILABLE""}",296704 [main] ERROR com.celayix.consumer.AppServerProxy  - AppServer call returned error: ERROR: ; ,1614715628203,1614715688203
"{""clientId"":""CELADEV03"",""cid"":""197"",""bid"":""5"",""type"":""BID_AVAILABLE""}",302113 [main] ERROR com.celayix.consumer.AppServerProxy  - AppServer call returned error: ERROR: ; ,1614715635528,1614715695528
"{""clientId"":""CELADEV03"",""cid"":""118"",""bid"":""17"",""type"":""BID_AVAILABLE""}",340433 [main] ERROR com.celayix.consumer.AppServerProxy  - AppServer call returned error: ERROR: ; ,1614715639432,1614715699432
"{""clientId"":""CELADEV03"",""cid"":""127"",""bid"":""4"",""type"":""BID_AVAILABLE""}",350707 [main] ERROR com.celayix.consumer.AppServerProxy  - AppServer call returned error: ERROR: ; ,1614715664565,1614715724565
"{""clientId"":""CELADEV03"",""cid"":""75"",""bid"":""78"",""type"":""BID_AVAILABLE""}",390469 [main] ERROR com.celayix.consumer.AppServerProxy  - AppServer call returned error: ERROR: ; ,1614715669482,1614715729482
"{""clientId"":""CELADEV03"",""cid"":""76"",""bid"":""1"",""type"":""BID_AVAILABLE""}",Log stream name is not found,1614715507182,1614715567182
"{""clientId"":""CELADEV03"",""cid"":""135"",""bid"":""1"",""type"":""BID_AVAILABLE""}",Log stream name is not found,1614715512311,1614715572311
"{""clientId"":""CELADEV03"",""cid"":""197"",""bid"":""1"",""type"":""BID_AVAILABLE""}",Log stream name is not found,1614715565435,1614715625435
"{""clientId"":""CELADEV03"",""cid"":""198"",""bid"":""1"",""type"":""BID_AVAILABLE""}",26493 [main] ERROR com.celayix.consumer.AppServerProxy  - AppServer call returned error: ERROR: ; ,1614715558476,1614715618476
"{""clientId"":""CELADEV03"",""cid"":""118"",""bid"":""10"",""type"":""BID_AVAILABLE""}",42438 [main] ERROR com.celayix.consumer.AppServerProxy  - AppServer call returned error: ERROR: ; ,1614715581085,1614715641085
"{""clientId"":""CELADEV03"",""cid"":""66"",""bid"":""1"",""type"":""BID_AVAILABLE""}",31989 [main] ERROR com.celayix.consumer.AppServerProxy  - AppServer call returned error: ERROR: ; ,1614715572803,1614715632803
"{""clientId"":""CELADEV03"",""cid"":""17"",""bid"":""1"",""type"":""BID_AVAILABLE""}",65552 [main] ERROR com.celayix.consumer.AppServerProxy  - AppServer call returned error: ERROR: ; ,1614715576635,1614715636635
"{""clientId"":""CELADEV03"",""cid"":""153"",""bid"":""1"",""type"":""BID_AVAILABLE""}",84591 [main] ERROR com.celayix.consumer.AppServerProxy  - AppServer call returned error: ERROR: ; ,1614715610202,1614715670202
"{""clientId"":""CELADEV03"",""cid"":""123"",""bid"":""2"",""type"":""BID_AVAILABLE""}",102573 [main] ERROR com.celayix.consumer.AppServerProxy  - AppServer call returned error: ERROR: ; ,1614715652582,1614715712582
"{""clientId"":""CELADEV03"",""cid"":""67"",""bid"":""2"",""type"":""BID_AVAILABLE""}",Log stream name is not found,1614715656929,1614715716929
"{""clientId"":""CELADEV03"",""cid"":""50"",""bid"":""8"",""type"":""BID_AVAILABLE""}",116005 [main] ERROR com.celayix.consumer.AppServerProxy  - AppServer call returned error: ERROR: ; ,1614715660746,1614715720746
"{""clientId"":""CELADEV03"",""cid"":""75"",""bid"":""80"",""type"":""BID_AVAILABLE""}",120844 [main] ERROR com.celayix.consumer.AppServerProxy  - AppServer call returned error: ERROR: ; ,1614715478493,1614715538493
"{""clientId"":""CELADEV03"",""cid"":""108"",""bid"":""1"",""type"":""BID_AVAILABLE""}",206347 [main] ERROR com.celayix.consumer.AppServerProxy  - AppServer call returned error: ERROR: ; ,1614715447201,1614715507201
"{""clientId"":""CELADEV03"",""cid"":""50"",""bid"":""7"",""type"":""BID_AVAILABLE""}",Log stream name is not found,1614715496736,1614715556736
"{""clientId"":""CELADEV03"",""cid"":""50"",""bid"":""1"",""type"":""BID_AVAILABLE""}",Log stream name is not found,1614715470860,1614715530860
"{""clientId"":""CELADEV03"",""cid"":""128"",""bid"":""1"",""type"":""BID_AVAILABLE""}",Log stream name is not found,1614715516084,1614715576084
"{""clientId"":""CELADEV03"",""cid"":""153"",""bid"":""2"",""type"":""BID_AVAILABLE""}",354161 [main] ERROR com.celayix.consumer.AppServerProxy  - AppServer call returned error: ERROR: ; ,1614715531847,1614715591847
"{""clientId"":""CELADEV03"",""cid"":""195"",""bid"":""2"",""type"":""BID_AVAILABLE""}",353174 [main] ERROR com.celayix.consumer.AppServerProxy  - AppServer call returned error: ERROR: ; ,1614715491458,1614715551458
"{""clientId"":""CELADEV03"",""cid"":""175"",""bid"":""1"",""type"":""BID_AVAILABLE""}",360466 [main] ERROR com.celayix.consumer.AppServerProxy  - AppServer call returned error: ERROR: ; ,1614715564147,1614715624147
"{""clientId"":""CELADEV03"",""cid"":""34"",""bid"":""4"",""type"":""BID_AVAILABLE""}",364403 [main] ERROR com.celayix.consumer.AppServerProxy  - AppServer call returned error: ERROR: ; ,1614715578117,1614715638117
,389516 [main] ERROR com.celayix.consumer.AppServerProxy  - AppServer call returned error: ERROR: ; ,,
,394637 [main] ERROR com.celayix.consumer.AppServerProxy  - AppServer call returned error: ERROR: ; ,,
,Log stream name is not found,,
,Log stream name is not found,,
,232145 [main] ERROR com.celayix.consumer.AppServerProxy  - AppServer call returned error: ERROR: ; ,,
,237280 [main] ERROR com.celayix.consumer.AppServerProxy  - AppServer call returned error: ERROR: ; ,,
,290389 [main] ERROR com.celayix.consumer.AppServerProxy  - AppServer call returned error: ERROR: ; ,,
,283419 [main] ERROR com.celayix.consumer.AppServerProxy  - AppServer call returned error: ERROR: ; ,,
,306038 [main] ERROR com.celayix.consumer.AppServerProxy  - AppServer call returned error: ERROR: ; ,,
,297790 [main] ERROR com.celayix.consumer.AppServerProxy  - AppServer call returned error: ERROR: ; ,,
,301636 [main] ERROR com.celayix.consumer.AppServerProxy  - AppServer call returned error: ERROR: ; ,,
,335166 [main] ERROR com.celayix.consumer.AppServerProxy  - AppServer call returned error: ERROR: ; ,,
,Log stream name is not found,,
,Log stream name is not found,,
,Log stream name is not found,,
,Log stream name is not found,,
,Log stream name is not found,,
,Log stream name is not found,,
,377585 [main] ERROR com.celayix.consumer.AppServerProxy  - AppServer call returned error: ERROR: ; ,,
,381882 [main] ERROR com.celayix.consumer.AppServerProxy  - AppServer call returned error: ERROR: ; ,,
,385720 [main] ERROR com.celayix.consumer.AppServerProxy  - AppServer call returned error: ERROR: ; ,,
,203463 [main] ERROR com.celayix.consumer.AppServerProxy  - AppServer call returned error: ERROR: ; ,,
,172485 [main] ERROR com.celayix.consumer.AppServerProxy  - AppServer call returned error: ERROR: ; ,,
,221678 [main] ERROR com.celayix.consumer.AppServerProxy  - AppServer call returned error: ERROR: ; ,,
,195821 [main] ERROR com.celayix.consumer.AppServerProxy  - AppServer call returned error: ERROR: ; ,,
,241033 [main] ERROR com.celayix.consumer.AppServerProxy  - AppServer call returned error: ERROR: ; ,,
,256997 [main] ERROR com.celayix.consumer.AppServerProxy  - AppServer call returned error: ERROR: ; ,,
,216406 [main] ERROR com.celayix.consumer.AppServerProxy  - AppServer call returned error: ERROR: ; ,,
,289329 [main] ERROR com.celayix.consumer.AppServerProxy  - AppServer call returned error: ERROR: ; ,,
,303146 [main] ERROR com.celayix.consumer.AppServerProxy  - AppServer call returned error: ERROR: ; ,,
,Log stream name is not found,,
,Log stream name is not found,,
,Log stream name is not found,,
,Log stream name is not found,,
